product_name,category,cost,selling_price
Nespray 400g,Milk Powder,292.5,325
Nespray 1Kg Bag,Milk Powder,695.4,735
Maggi Coconut Powder 300g Box,Packeted Items,322.3,340
Cerelac Greengra 240g -12months,Baby Food,292.5,325
Cerelac Fruits 240g -12months,Baby Food,333,370
Nestum  12 Months,Frozen Food,315,350
"Cerelac Dhal,Veg-10months- 300g",Baby Food,351,390
Red Rice - 6months- 300g,Baby Food,337.5,375
cerelac vegetables 300g,Baby Food,342,380
Cerelac Apple - 6months- 300g,Baby Food,337.5,375
nespray 1+400g,Baby Food,449.4,475
nespray3+ 400g,Baby Food,405,450
nescafe ice cafe 180ml,Soft Drinks,54.55,60
nestomalt pack 600g,Milk Powder,324,360
Maggi Coconut Powder 125g Pack,Packeted Items,151.7,160
Nestomalt Food Drink 180ml,Food Drink,36.4,40
Maggi Chicken Noodle 2min 79g,Packeted Food,42.3,47
Maggi Curry Noodle 2min 78g,Packeted Food,42.3,47
Maggi Chicken 2min 79g X 5,Packeted Food,211.5,235
Maggie Tikiri Chick Noodle 2min,Packeted Items,25.2,28
Maggi Soup Cube -Chicken 20x4g,Spices,182.65,200
Maggi Soup Cube - Veg 20x4g,Spices,182.65,200
Maggi Devilled Kottu 84g,Packeted Food,50.25,55
Maggi Devilled Spicy Blast 84g,Packeted Food,59.4,65
Maggi Special Family Pack 420g,Packeted Food,176.5,195
Milo Drink,Food Drink,45.5,50
Milkmaid 390g,Milk Products,203.8,215
Milkmaid 510g,Milk Products,247.5,275
Nespray strwberry 180ml,Food Drink,36.4,40
Nespray  vanila 180ml,Food Drink,36.4,40
Maggi Rasa Musu 6g,Frozen Food,9.15,10
Maggi Devilled Green Chilli 84g,Packeted Food,59.4,65
maggi noodles 5bag,Packeted Food,211.5,235
Milkmaid 510g,Milk Products,270.15,285
maggi chicen 78g,Frozen Food,45.7,50
nespray 465g,Milk Powder,292.5,325
maggi curry 78g,General,45.7,50
nespray 1kg,Milk Products,695.4,735
maggi chicken soup,General,182.65,200
Maggi Veg Soup,Frozen Food,182.65,200
Maggi DevilledChilliChicken 84g,food powder,50.25,55
milk powder,Packeted Food,288,320
nestomalt 400g,Food Drink,307.5,325
milo uht mp,Food Drink,468,520
magi noodles,Snack Foods,211.5,235
melko full cream milk powder,Milk Powder,292.5,325
MALIBAN MALT 400G,Milk Powder,215,285
Maliban Kiri Packet 1kg,Milk Powder,765.45,810
fit and slim,Milk Powder,350,450
MORTEINFLYING INSECT 250ML,Chemical,279.29,310
AIR WICK LAVENDER 475ML,Chemical,300,330
Airwick Peachy Jasmine AirFresh,Chemical,109.09,120
Air wick Rose,Chemical,104.55,115
Air wick Gel lavender,Chemical,104.55,115
harpic power plus 200ml,Chemical,72.74,80
Harpic pine 200ml,Chemical,67.5,75
Harpic fresh citrus 200ml,Chemical,67.5,75
Harpic fresh  floral 200ml,Chemical,67.5,75
Harpic power plus,Chemical,168.19,185
Harpic pine 500ml,Chemical,157.5,175
Harpic Fresh  citrus 500ml,Chemical,157.5,175
Harpic floral 500ml,Chemical,168.18,185
lysol  200ml,Chemical,81,90
Air wick Rose 475ml,Chemical,300,330
Air Wick Jasmine 475ml,Chemical,300,330
Air Wick Apple 475ml,Chemical,295.46,325
Harpic power plus 750ml,Chemical,236.37,260
Harpic pine 750ml,Chemical,225,250
Harpic fresh  pine 750ml,Chemical,216,240
Harpic fresh  floral 750ml,Chemical,216,240
lysol500ml,Chemical,181.82,200
lysol floral 500ml,Chemical,181.82,200
lysol pine 500ml,Chemical,177.27,195
lysol citrus 200ml,Chemical,81,90
Lysol floral 200ml,Chemical,90.91,100
lysol disinfectant 500ml,Chemical,181.82,200
Lysol lavender 950ml,Cleaning Supplies,288,320
lysol lavender 200ml,Chemical,88.2,98
lysol lavender 500ml,Chemical,166.5,185
lysol pine 950ml,Chemical,288,320
lysol,Chemical,327.27,360
lysol citrus 950ml,Chemical,288,320
MORTEIN FAST KILL400ML,Chemical,414.41,460
MORTEIN FAST KILL 250ML,Chemical,302.47,335
MORTEIN 100G,Chemical,63,70
MORTEIN FAST KILL 600ML,Chemical,514.67,570
mortein deep reach action 60 ni,Chemical,216.22,240
mortein deep reach action 45 ni,Chemical,171.18,190
mortein 30 night,Chemical,225,260
mortin deep reach action 30 nig,Chemical,144.14,160
MORTEIN FLYING INSECT KILLER 40,Chemical,351,390
MORTEIN KING XTRA POWER 12,Chemical,63,75
mortein xtra power 10,Chemical,63.2,70
MORTEIN POWER GREEN 10,Chemical,63.2,70
Disprin,Chemical,267.86,25
dettol skincare soap 70g,Soap,45.05,50
dettol original 70g,Soap,45.05,50
Dettol cool,Chemical,45.05,50
Dettol skincare refil 175ml,Chemical,122.73,135
Dettol original H/w 175ml,Chemical,122.73,135
Dettol sensitive refill pack175,Chemical,131.82,145
dettol skin care 110g,Soap,53.21,58
Dettol soap 110g,Soap,53.21,58
Dettol Cool 66,Soap,53.21,58
dettol effective proction500ml,Chemical,463.5,515
dettol effective protection110m,Chemical,127.85,140
dettol effective protection60ml,Chemical,70.32,77
dettol effective protection210m,Chemical,230.14,252
dettol 1l,Medicie,681.82,750
dettol orange burst70g,Chemical,45.05,50
dettol antibacterial plaster,Chemical,560,7
strepsils Regular,Chemical,194.4,216
colmans 140g,Chemical,89.29,100
colmans 20g,Food Drink,22.72,25
Colmans 500g,Frozen Food,313.9,350
Dettol Re energize 70g,Soap,38.7,43
Ranwan Marie 80g,Biscuits,27,30
chocolate cream 90g,Biscuits,40.5,45
smoked onion20g,Biscuits,18,20
Lemon Puff 170g,Biscuits,81,90
nice biscuits,Biscuits,36,40
milk shorties,Food Drink,18,20
 Maam milky biscuits 150g,Food Drink,70,80
coconut cookes,Biscuits,63,70
rich marie 260g,Biscuits,90,100
choco shorties,Biscuits,18,20
ginger shorties,Food Drink,18,20
Maam Orange Shorties 60g,Frozen Food,18,20
maam orange shorties 320g,Biscuits,90,100
maam banana biscuits 360g,Biscuits,153,180
maam chocolate cream 360g,Biscuits,158,180
maam nice biscuits360g,Biscuits,132.5,150
maam milk shorties 320g,Biscuits,90,100
maam choco shorties 280g,Biscuits,90,100
maam ginger shorties 260g,Biscuits,90,100
maam gift selection360g,Biscuits,215,240
Maam Lemon Puff 100g,Biscuits,49.5,55
maam tea time 150g,Biscuits,99,110
Maam Wafers Vanilla 40g,Biscuits,18,20
Maam Wafers Vanilla 100g,Biscuits,45,50
vanila cream wafers230g,Biscuits,90,100
Maam Wafers 40g,Biscuits,18,20
chocolate cream 100g,Biscuits,45,50
maam biscuits 230g,Biscuits,90,100
wafers 40g,Biscuits,18,20
Maam Wafers 40g,Biscuits,18,20
Maam Wafers 230g,Biscuits,90,100
maam strawberry cream 500g,Biscuits,171,190
maam biscuit vanila wafers 500g,Biscuits,171,190
Maam Biscut 18g,Biscuits,9,10
Dash Original Shine 200ml,Cleaning Supplies,202.5,225
ALOE SKIN SOOTHING GEL 100ML,Cosmatics,427.5,475
carrot fash wash,Cosmatics,355.5,395
cucumber fach wash 50ml,Cosmatics,110.5,130
cucumber fach wash 100ml,Cosmatics,199.75,235
cucumber fach wash225ml,Cosmatics,355.5,395
corrot fach wash50ml,Cosmatics,103.5,115
carrot facial  wash 100ml,Cosmatics,199.75,235
papaya fach wash 50ml,Cosmatics,110.5,130
aloe vera body lotion,Cosmatics,94.5,105
papaya body lotion 100ml,Cosmatics,166.5,185
Nat.Sec Carrot Body Lotion 100m,Fairness Cream,166.5,185
lotus whiteing faclal wash 100m,Fancy,202.5,225
PANDA BABY CREAM 200ML,Baby Others,207,230
panda baby cream 100ml,Baby Others,112.5,132
PANDA BABY CREAM 50ML,Baby Others,67.5,75
Aloe 94% Skin Soothing Gel,Cosmatics,225,250
PANDA BABY OTHERS 100G,Baby Others,81,90
kohomba turmeric100ml,Cosmatics,193.5,245
kohomba fach wash,Cosmatics,103.5,115
rose body lotion,Cosmatics,166.5,185
rose body lotion100ml,Cosmatics,166.5,185
Dash Glass Cleaner 460ml,Cleaning Supplies,175.5,195
Dash Dream Flower 460ml,Cleaning Supplies,288,320
Dash Jasmine Air Fresh 460ml,Cleaning Supplies,288,320
Dash Lime Blossom 460ml,Cleaning Supplies,288,320
Dash Honey Suckle 460ml,Cleaning Supplies,288,320
Dash Apple 460ml,Cleaning Supplies,288,320
Dash Safe Matic,Cleaning Supplies,441,490
Dash Safe Matic 500ml,Cleaning Supplies,243,270
Dash  PineTop-02 1l,Cleaning Supplies,117,130
Dash Disinfectant 1l,Cleaning Supplies,117,130
Dash Tile Cleaner 500ml,Cleaning Supplies,153,170
dash car wash 500ml,Washing Powder,139.5,155
dash car wash,Washing Powder,211.5,235
Dash Gliz Dish Wash 500ml,Cleaning Supplies,135,150
tyre shine,Chemical,153,170
